i	bhat	b
1	1.20423311305253	1.20423311305253
2	0.437488040132844	0.437488040132844
3	0.468937855066824	0.468937855066824
4	2.07798702359495	2.07798702359495
5	1.67508518323238	1.67508518323238
6	1.39644003349063	14.1886615044361
7	0.904039046562838	0.904039046562838
8	0.845755331151118	0.845755331151118
9	0.61751073615588	0.61751073615588
10	1.16308219909853	1.16308219909853
11	0.156515273826903	0.156515273826903
12	0.876718105752127	0.876718105752127
13	0.458662348385749	0.458662348385749
14	1.6844935404805	1.6844935404805
15	0.888811231872122	0.888811231872122
16	0.733059465412009	0.733059465412009
17	0.32698396500957	0.32698396500957
18	1.58857976963327	1.58857976963327
19	0.301397225409288	0.301397225409288
20	1.33115417847602	1.33115417847602
21	0.663000957948787	13.0155999033434
22	0.710655180583679	0.710655180583679
23	0.586146618897246	0.586146618897246
24	0.546882967203551	0.546882967203551
25	0.553152451959608	0.553152451959608
26	0.860793377685181	0.860793377685181
27	1.0287164386779	1.0287164386779
28	0.41205954003106	0.41205954003106
29	1.02309052002263	1.02309052002263
30	1.49117253638638	1.49117253638638
31	0.572869847072211	0.572869847072211
32	1.0028352730295	1.0028352730295
33	0.954845258359818	0.954845258359818
34	0.20808411645422	0.20808411645422
35	0.875050890373493	0.875050890373493
36	0.572116165705958	0.572116165705958
37	0.897804258228533	0.897804258228533
38	0.634600514173685	0.634600514173685
39	0.66855795220355	0.66855795220355
40	0.466525989816751	0.466525989816751
41	0.679202621504031	0.679202621504031
42	0.964880862614679	0.964880862614679
43	1.55026815796318	1.55026815796318
44	1.41359751882521	1.41359751882521
45	0.0885429190319552	0.0885429190319552
46	0.449081676251165	0.449081676251165
47	0.115633922736605	0.115633922736605
48	1.48651304733746	1.48651304733746
49	1.30519868803267	1.30519868803267
50	0.779786954492737	0.779786954492737
51	0.43072056751746	0.43072056751746
52	1.0639246756258	1.0639246756258
53	0.240590108828595	0.240590108828595
54	0.118643475937079	0.118643475937079
55	0.427804689110027	0.427804689110027
56	1.21646191069694	1.21646191069694
57	0.899440110374298	0.899440110374298
58	0.401643471652721	0.401643471652721
59	0.547823646807706	0.547823646807706
60	0.380375246857474	0.380375246857474
61	0.808951957192942	0.808951957192942
62	0.172774037605332	0.172774037605332
63	0.479892877252728	0.479892877252728
64	1.08504914684027	1.08504914684027
65	0.422437269231944	0.422437269231944
66	0.640598538362347	0.640598538362347
67	0.687685456610121	0.687685456610121
68	2.50191118178311	2.50191118178311
