i	bhat	b
1	-3.17711402448675	-28.8891507916852
2	2.25115708210887	-69.3527271617297
3	3.71178743522197	-50.077267858007
4	-6.41456236903737	-10.4077677016095
5	4.13615614327092	8.72746412532098
6	-3.03071414468128	-14.2844251089064
7	6.84977454483517	67.5249594574232
8	-3.57587654191602	15.3937656419917
9	-5.29549578862801	-25.5352847387547
10	3.52650928872241	33.2876245979618
11	-9.39220679116563	-6.44537612207815
12	-8.08792577557508	14.2423917258717
13	-6.6976708057301	-24.4314361313934
14	-6.15505420763061	-13.9210990627292
15	-5.73337355858378	-9.96343042932634
16	3.14751268654119	-35.0619706699234
17	-5.19050613377454	-42.5028208386463
18	6.42276801288913	-5.70236426668763
19	-0.776193870811152	18.6665552023595
20	-0.133512850169668	-41.1558562989501
21	2.19275480082753	-21.7144400937647
22	4.89026982808508	-6.45640625382291
23	-6.90743160659644	-16.3287140288676
24	3.54465553798429	-45.1117777943585
25	-0.208127930365916	-7.58558798674754
26	-0.604846802455955	6.25996038510144
27	5.08206591710206	-2.89405012969433
28	6.66754713833197	21.610680648544
29	2.4972563884968	-53.3912015604244
30	-4.96581711646431	-34.2787721870017
31	-7.53511115212344	8.10431466447972
32	2.11878870554964	21.0031149347065
33	1.0339744746264	69.5278909616558
34	-3.48913393812327	-0.540309059886332
35	2.22560748669265	-1.37956061712973
36	0.659681606210024	-10.5185607231467
37	0.772828326643867	-7.49133217297504
38	-11.9139059964362	-10.0777631337376
39	1.88563496742241	-28.1794800357471
40	0.221344494951676	-12.4142380118217
41	-2.68648251239081	42.2957105969859
42	-7.31821050874042	24.8243542809424
43	0.358164776936588	50.4943498298817
44	-3.7663178984778	-10.719077001874
45	7.72698253301544	-6.9063395972479
46	6.62158796545175	66.874221489914
47	-2.00073250668773	35.7507212302341
48	-6.75199100069841	10.1603280114235
49	7.05811414092857	37.8839179347495
50	6.32480184802413	27.9489585545586
51	-6.24368722128414	-7.68698749995483
52	2.39768463405305	-10.2026751741685
53	-1.92697635082829	-9.46145263710734
54	-1.59145364494162	-25.7348816246538
55	-3.2460076011164	-12.6044158315508
56	8.46142624631677	-16.532587940106
57	10.6384289966466	-22.3138513676321
58	0.911950258750953	28.4655149542805
59	1.59309626112465	16.3398052448103
60	-0.777497787099762	-9.30646194069139
61	-2.05062785648089	-33.3327861230555
62	1.21792216015583	0.626788987328362
63	1.00654246747704	26.2395966383403
64	-1.243628385073	-7.81972702277021
65	-0.65196949754454	-15.3584195739657
66	3.97043508807506	21.0306514041465
67	2.9280442420316	-38.8285421298936
68	-10.4757569820099	-9.01737852682512
69	-0.509518752511254	18.2121581636755
70	-2.21486041882782	1.81899885554425
71	-9.99406559158287	-26.5424667531445
72	-1.41558991819496	-0.210024991882365
73	2.10626781684755	12.6845607022485
74	-6.95575690086142	-13.1000992168053
75	-0.889566277046258	-54.1791750983485
76	-8.08602909045225	-18.431704364164
77	3.21571044279826	28.790443831449
78	-3.11478142616648	-39.1542006372801
79	8.0873170729295	14.3251250488499
80	0.609432842712745	-28.6862742922455
81	-4.78522000837748	21.1666199396869
82	5.42648654602425	-1.65560282444964
83	-6.57026016307977	22.6221680109594
84	3.89390972997363	15.682864530517
85	2.0643398621117	-41.238302024398
86	2.07651909518788	24.4517698164481
87	-8.6626830994445	-9.54690595480649
88	5.63436566981244	35.6076920460281
89	-2.15753213865108	-27.3027777556965
90	0.56599296770189	-3.50695787255268
91	3.21247700674521	-25.1736593646159
92	0.150013127128334	39.2634193853772
93	0.551151485621452	11.6038883224355
94	5.84017467275027	-17.2615990907515
